improved,0.045000,1000,8,45,16.329121832,
improved,0.046000,1000,8,46,8.731593016,
improved,0.047000,1000,8,47,4.348992494,
improved,0.048000,1000,8,48,0.449012571,
improved,0.049000,1000,8,49,2.134503476,
improved,0.050000,1000,8,50,4.371255367,
improved,0.052000,1000,8,52,3.536057993,
improved,0.053000,1000,8,53,0.39320471900000004,
improved,0.054000,1000,8,54,1.145167381,
improved,0.055000,1000,8,55,9.085404816,
improved,0.060000,1000,8,60,4.538436668,
improved,0.070000,1000,8,70,0.080254895,
improved,0.080000,1000,8,80,0.06200871300000001,
improved,0.100000,1000,8,100,0.14205346300000002,
improved,0.200000,1000,8,200,0.00263508,
improved,0.500000,1000,8,500,0.0005155030000000001,
original,0.028000,1000,8,28,19.2604974,
original,0.029000,1000,8,29,49.274614729,
original,0.030000,1000,8,30,4.868884666,
original,0.031000,1000,8,31,28.720805478,
original,0.032000,1000,8,32,11.013693184,
original,0.033000,1000,8,33,0.16218116500000002,
original,0.034000,1000,8,34,0.256612838,
original,0.035000,1000,8,35,0.23306368700000002,
original,0.036000,1000,8,36,0.254883266,
original,0.037000,1000,8,37,0.41733702,
original,0.038000,1000,8,38,0.13574255300000002,
original,0.039000,1000,8,39,0.080989874,
original,0.040000,1000,8,40,0.7961843660000001,
original,0.041000,1000,8,41,0.103585912,
original,0.042000,1000,8,42,0.18698205,
original,0.043000,1000,8,43,0.023738447000000003,
original,0.044000,1000,8,44,0.082859161,
original,0.045000,1000,8,45,0.019439055,
original,0.046000,1000,8,46,0.014562423000000001,
original,0.047000,1000,8,47,0.018513635,
original,0.048000,1000,8,48,0.004148749,
original,0.049000,1000,8,49,0.009687018,
original,0.050000,1000,8,50,0.006997662000000001,
original,0.052000,1000,8,52,0.005523583,
original,0.053000,1000,8,53,0.004153966,
original,0.054000,1000,8,54,0.004268541000000001,
original,0.055000,1000,8,55,0.009294853,
original,0.060000,1000,8,60,0.013407506000000001,
original,0.070000,1000,8,70,0.005153587,
original,0.080000,1000,8,80,0.0018662860000000002,
original,0.100000,1000,8,100,0.002492439,
original,0.200000,1000,8,200,0.0016110970000000001,
original,0.500000,1000,8,500,0.000815927
